com_nam,lin_ima,rep_typ,com_typ,com_des,fil_fre,add,cit,sta,zip,tre_nam,com_id,fec_ele_yea,ind_ite_con,ind_uni_con,ind_con,ind_ref,par_com_con,oth_com_con,oth_com_ref,can_con,tot_con,tot_con_ref,can_loa,can_loa_rep,oth_loa,oth_loa_rep,tot_loa,tot_loa_rep,tra_fro_oth_aut_com,tra_fro_non_fed_acc,tra_fro_non_fed_lev_acc,tot_non_fed_tra,oth_rec,tot_rec,tot_fed_rec,ope_exp,sha_fed_ope_exp,sha_non_fed_ope_exp,tot_ope_exp,off_to_ope_exp,fed_sha_of_joi_act,non_fed_sha_of_joi_act,non_all_fed_ele_act_par,tot_fed_ele_act,fed_can_com_con,fed_can_con_ref,ind_exp_mad,coo_exp_par,loa_mad,loa_rep_rec,tra_to_oth_aut_com,fun_dis,off_to_fun_exp_pre,exe_leg_acc_dis_pre,off_to_leg_acc_exp_pre,tot_off_to_ope_exp,oth_dis,tot_fed_dis,tot_dis,net_con,net_ope_exp,cas_on_han_beg_of_per,cas_on_han_clo_of_per,deb_owe_by_com,deb_owe_to_com,cov_sta_dat,cov_end_dat,pol_par_com_ref,can_id,cas_on_han_beg_of_yea,cas_on_han_clo_of_yea,exp_sub_to_lim_pri_yea_pre,exp_sub_lim,fed_fun,ite_con_exp_con_com,ite_oth_dis,ite_oth_inc,ite_oth_ref_or_reb,ite_ref_or_reb,oth_fed_ope_exp,sub_con_exp,sub_oth_ref_or_reb,sub_ref_or_reb,tot_com_cos,tot_exp_sub_to_lim_pre,uni_con_exp,uni_oth_dis,uni_oth_inc,uni_oth_ref_or_reb,uni_ref_or_reb
KATHERINE CLARK FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00541888,Q1,H,P,Q,PO BOX 361,MALDEN,MA,2148,"MARTIN, GEMMA W",C00541888,2016,"$116,844.79","$5,799.22","$122,644.01",,,"$32,343.00",,,"$154,987.01",,,,,,,,,,,,,"$155,566.78",,"$61,918.17",,,,$579.77,,,,,,,,,,,,,,,,,,,"$61,918.17","$154,987.01","$61,338.40","$303,661.38","$397,309.99","$250,000.00",,2015-01-01,2015-03-31,,H4MA05084,,,,,,,,,,,,,,,,,,,,,
KATHERINE CLARK FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00541888,Q2,H,P,Q,PO BOX 361,MALDEN,MA,2148,"MARTIN, GEMMA W",C00541888,2016,"$127,278.00","$5,057.09","$132,335.09",,,"$69,403.58",,,"$201,738.67",,,,,,,,,,,,,"$201,738.67",,"$118,078.91",,,,,,,,,,,,,,,,,,,,,,,"$118,078.91","$201,738.67","$118,078.91","$397,309.99","$480,969.75","$250,000.00",,2015-04-01,2015-06-30,,H4MA05084,,,,,,,,,,,,,,,,,,,,,
KATHLEEN MATTHEWS FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00578856,Q2,H,P,Q,PO BOX 15236,CHEVY CHASE,MD,20825,BARBARA D BOGGS,C00578856,2016,"$421,350.00","$5,555.99","$426,905.99",,,"$74,200.00",,,"$501,105.99",,,,,,,,,,,,,"$501,105.99",,"$19,045.01",,,,,,,,,,,,,,,,,,,,,,,"$19,045.01","$501,105.99","$19,045.01",,"$482,060.98",,,2015-04-01,2015-06-30,,H6MD08481,,,,,,,,,,,,,,,,,,,,,
KATHLEEN RICE FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00555813,Q1,H,P,Q,PO BOX 744,MINEOLA,NY,11501,"MAY, MARGARET",C00555813,2016,"$178,000.00","$3,752.79","$181,752.79",$450.00,,"$91,050.31","$5,000.00",,"$272,803.10","$5,450.00",,,,,,,,,,,$.20,"$285,360.50",,"$242,255.54",,,,"$12,557.20",,,,,,,,,,,,,,,,,,,"$247,705.54","$267,353.10","$229,698.34","$28,954.67","$66,609.63",,,2015-01-01,2015-03-31,,H4NY04075,,,,,,,,,,,,,,,,,,,,,
KATHLEEN RICE FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00555813,Q2,H,P,Q,PO BOX 744,MINEOLA,NY,11501,"MAY, MARGARET",C00555813,2016,"$149,551.00","$3,388.55","$152,939.55","$1,000.00",,"$84,200.00",,,"$237,139.55","$1,000.00",,,,,,,"$31,863.92",,,,$.07,"$276,909.59",,"$143,702.04",,,,"$7,906.05",,,,,,,,,,,,,,,,,,,"$144,702.04","$236,139.55","$135,795.99","$66,609.63","$198,817.18",,,2015-04-01,2015-06-30,,H4NY04075,,,,,,,,,,,,,,,,,,,,,
KATHRYN NANCE FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00572404,Q1,H,P,Q,831 RUBINO CT,STOCKTON,CA,95209,THOMAS E MONTGOMERY III,C00572404,2016,"$10,575.00",$670.00,"$11,245.00",,,,,,"$11,245.00",,$100.00,,,,$100.00,,,,,,,"$11,345.00",,"$3,131.91",,,,,,,,,,,,,,,,,,,,,$4.25,,"$3,136.16","$11,245.00","$3,131.91",,"$8,208.84",$100.00,,2015-01-01,2015-03-31,,H6CA09098,,,,,,,,,,,,,,,,,,,,,
KATHRYN NANCE FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00572404,Q2,H,P,Q,831 RUBINO CT,STOCKTON,CA,95209,THOMAS E MONTGOMERY III,C00572404,2016,"$8,300.00","$3,602.00","$11,902.00",,,,,,"$11,902.00",,,,,,,,,,,,,"$11,902.00",,"$15,406.53",,,,,,,,,,,,,,,,,,,,,,,"$15,406.53","$11,902.00","$15,406.53","$8,208.84","$4,704.31",$100.00,,2015-04-01,2015-06-30,,H6CA09098,,,,,,,,,,,,,,,,,,,,,
KATHY AFZALI FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00511360,Q1,H,P,Q,PO BOX 412,BRADDOCK HEIGHTS,MD,217140412,JOHN T CORNELIUS,C00511360,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$412.68,$412.68,"$15,700.00",,2015-01-01,2015-03-31,,H2MD06229,,,,,,,,,,,,,,,,,,,,,
KATHY AFZALI FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00511360,Q2,H,P,Q,PO BOX 412,BRADDOCK HEIGHTS,MD,217140412,JOHN T CORNELIUS,C00511360,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$412.68,$412.68,"$15,700.00",,2015-04-01,2015-06-30,,H2MD06229,,,,,,,,,,,,,,,,,,,,,
KATHY WEPPNER FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00560573,TER,H,P,T,P.O. BOX 1222,WILLIAMSVILLE,NY,14231,"MARTIN, STEVEN G. JR.",C00560573,2016,"$2,724.84",$555.00,"$3,279.84",,,,,,"$3,279.84",,,"$17,445.64",,,,"$17,445.64",,,,,,"$3,279.84",,"$2,518.71",,,,,,,,,,,,,,,,,,,,,,,"$19,964.35","$3,279.84","$2,518.71","$16,684.51",,,,2015-01-01,2015-04-15,,H4NY26052,,,,,,,,,,,,,,,,,,,,,
KATKO FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00556365,Q1,H,P,Q,PO BOX 133,CAMILLUS,NY,130310133,"OCONNOR, THOMAS J.",C00556365,2016,"$96,900.00","$11,280.00","$108,180.00",,$750.00,"$177,671.66",,,"$286,601.66",,,"$20,000.00",,,,"$20,000.00","$12,064.34",,,,,"$299,431.00",,"$67,321.97",,,,$765.00,,,,,,,,,,,,,,,,,,,"$87,321.97","$286,601.66","$66,556.97","$13,783.38","$225,892.41",$452.06,,2015-01-01,2015-03-31,,H4NY24073,,,,,,,,,,,,,,,,,,,,,
KATKO FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00556365,Q2,H,P,Q,PO BOX 133,CAMILLUS,NY,130310133,"OCONNOR, THOMAS J.",C00556365,2016,"$105,655.00","$10,363.00","$116,018.00",,,"$195,429.69",,,"$311,447.69",,,,,,,,"$2,000.00",,,,,"$313,447.69",,"$64,315.83",,,,,,,,,,,,,,,,,,,,,$35.00,,"$64,350.83","$311,447.69","$64,315.83","$225,892.41","$474,989.27",$452.06,,2015-04-01,2015-06-30,,H4NY24073,,,,,,,,,,,,,,,,,,,,,
KAY GRANGER CAMPAIGN FUND,http://images.nictusa.com/cgi-bin/fecimg/?C00310532,Q1,H,P,Q,"1701 RIVER RUN, SUITE 1010",FORT WORTH,TX,76107,"TILLEY, RICE M. JR.",C00310532,2016,"$143,135.00","$11,435.00","$154,570.00",,,"$71,700.00",,,"$226,270.00",,,,,,,,,,,,$25.40,"$226,326.08",,"$89,239.40",,,,$30.68,,,,,,,,,,,,,,,,,"$66,850.00",,"$156,089.40","$226,270.00","$89,208.72","$116,463.44","$186,700.12","$2,982.50",,2015-01-01,2015-03-31,,H6TX12060,,,,,,,,,,,,,,,,,,,,,
KAY GRANGER CAMPAIGN FUND,http://images.nictusa.com/cgi-bin/fecimg/?C00310532,Q2,H,P,Q,"1701 RIVER RUN, SUITE 1010",FORT WORTH,TX,76107,"TILLEY, RICE M. JR.",C00310532,2016,"$127,959.00","$8,220.00","$136,179.00",,,"$64,600.00",,,"$200,779.00",,,,,,,,,,,,$25.42,"$201,067.42",,"$132,282.49",,,,$263.00,,,,,,,,,,,,,,,,,"$80,515.00",,"$212,797.49","$200,779.00","$132,019.49","$186,700.12","$174,970.05","$2,347.58",,2015-04-01,2015-06-30,,H6TX12060,,,,,,,,,,,,,,,,,,,,,
KEADLE FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00467308,Q1,H,A,Q,113 SEA HIDE COURT,MOORESVILLE,NC,28117,KEVIN LAKEY,C00467308,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$20,000.00",,2015-01-01,2015-03-31,,H0NC10151,,,,,,,,,,,,,,,,,,,,,
KEADLE FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00467308,Q2,H,A,Q,113 SEA HIDE COURT,MOORESVILLE,NC,28117,KEVIN LAKEY,C00467308,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$20,000.00",,2015-04-01,2015-06-30,,H0NC10151,,,,,,,,,,,,,,,,,,,,,
KEADLE FOR CONGRESS 2012,http://images.nictusa.com/cgi-bin/fecimg/?C00499954,Q1,H,P,Q,113 SEA HIDE COURT,MOORESVILLE,NC,28117,KEVIN T LAKEY,C00499954,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,750.67",,"$2,750.67",,,"$2,750.67",,"$263,878.78",,2015-01-01,2015-03-31,,H0NC10151,,,,,,,,,,,,,,,,,,,,,
KEADLE FOR CONGRESS 2012,http://images.nictusa.com/cgi-bin/fecimg/?C00499954,Q2,H,P,Q,113 SEA HIDE COURT,MOORESVILLE,NC,28117,KEVIN T LAKEY,C00499954,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$263,878.78",,2015-04-01,2015-06-30,,H0NC10151,,,,,,,,,,,,,,,,,,,,,
KEEP AL GREEN IN CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00578567,Q2,H,P,Q,PO BOX 56761,HOUSTON,TX,77256,WILLIAM A LAWSON,C00578567,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-01,2015-06-30,,,,,,,,,,,,,,,,,,,,,,,
KEEP NICK RAHALL IN CONGRESS COMMITTEE,http://images.nictusa.com/cgi-bin/fecimg/?C00081356,Q1,H,P,Q,P O BOX 64,BECKLEY,WV,25801,"RAHALL, EDWARD",C00081356,2016,,,,,,,,,,,,,,,,,,,,,,,,"$3,106.19",,,,,,,,,,,,,,,,,,,,,-$250.00,,"$2,856.19",,"$3,106.19","$54,348.77","$51,492.58",,,2015-01-01,2015-03-31,,H6WV04057,,,,,,,,,,,,,,,,,,,,,
KEEP NICK RAHALL IN CONGRESS COMMITTEE,http://images.nictusa.com/cgi-bin/fecimg/?C00081356,Q2,H,P,Q,P O BOX 64,BECKLEY,WV,25801,"RAHALL, EDWARD",C00081356,2016,,,,,,,,,,,,,,,,,,,,,,,,"$1,375.20",,,,,,,,,,,,,,,,,,,,,,,"$1,375.20",,"$1,375.20","$51,492.58","$50,117.38",,,2015-04-01,2015-06-30,,H6WV04057,,,,,,,,,,,,,,,,,,,,,
KEFALAS FOR MARYLAND INC,http://images.nictusa.com/cgi-bin/fecimg/?C00579235,Q2,S,P,Q,PO BOX 5197,BALTIMORE,MD,21224,SUSAN CAROL BELL,C00579235,2016,"$72,661.00","$7,908.00","$80,569.00",,,,,,"$80,569.00",,,,,,,,,,,,,"$80,569.00",,"$32,375.00",,,,,,,,,,,,,,,,,,,,,,,"$32,375.00","$80,569.00","$32,375.00",,"$48,193.00",,,2015-04-01,2015-06-30,,S6MD03466,,,,,,,,,,,,,,,,,,,,,
KELLER4AMERICA,http://images.nictusa.com/cgi-bin/fecimg/?C00569707,Q1,H,P,Q,PO BOX 16716,SEATTLE,WA,98116,CRAIG KELLER,C00569707,2016,$5.00,,$5.00,,,,,,$5.00,,,$195.00,,,,$195.00,,,,,,$5.00,,$14.00,,,,,,,,,,,,,,,,,,,,,,,$210.00,$5.00,$14.00,$526.00,$321.00,,,2015-01-01,2015-03-31,,H4WA07073,,,,,,,,,,,,,,,,,,,,,
KELLER4AMERICA,http://images.nictusa.com/cgi-bin/fecimg/?C00569707,Q2,H,P,Q,PO BOX 16716,SEATTLE,WA,98116,CRAIG KELLER,C00569707,2016,$4.00,,$4.00,,,,,,$4.00,,,,,,,,,,,,,$4.00,,$4.00,,,,,,,,,,,,,,,,,,,,,,,$4.00,$4.00,$4.00,$321.00,$321.00,,,2015-04-01,2015-06-30,,H4WA07073,,,,,,,,,,,,,,,,,,,,,
KELLY FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00573980,Q1,H,P,Q,5221-A CLIFF GOOKIN BLVD,TUPELO,MS,38801,FRED H PAGE,C00573980,2016,"$83,005.00","$2,964.00","$85,969.00",,,"$9,400.00",,,"$95,369.00",,,,,,,,,,,,,"$95,369.00",,"$5,662.00",,,,,,,,,,,,,,,,,,,,,,,"$5,662.00","$95,369.00","$5,662.00",,"$89,707.00",,,2015-01-01,2015-03-31,,H6MS01131,,,,,,,,,,,,,,,,,,,,,
KELLY FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00573980,12S,H,P,Q,5221-A CLIFF GOOKIN BLVD,TUPELO,MS,38801,FRED H PAGE,C00573980,2016,"$19,750.00","$4,984.00","$24,734.00",,,,,,"$24,734.00",,,,,,,,,,,,,"$24,734.00",,"$54,737.00",,,,,,,,,,,,,,,,,,,,,,,"$54,737.00","$24,734.00","$54,737.00","$89,707.00","$59,703.00",,,2015-04-01,2015-04-22,,H6MS01131,,,,,,,,,,,,,,,,,,,,,
KELLY FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00573980,12R,H,P,Q,5221-A CLIFF GOOKIN BLVD,TUPELO,MS,38801,FRED H PAGE,C00573980,2016,"$21,050.00","$7,089.96","$28,139.96",,,,,,"$28,139.96",,,,,,,,,,,,,"$28,139.96",,"$63,065.68",,,,,,,,,,,,,,,,,,,,,,,"$63,065.68","$28,139.96","$63,065.68","$57,150.85","$22,225.13",,,2015-04-23,2015-05-13,,H6MS01131,,,,,,,,,,,,,,,,,,,,,
KELLY FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00573980,30R,H,P,Q,5221-A CLIFF GOOKIN BLVD,TUPELO,MS,38801,FRED H PAGE,C00573980,2016,"$143,000.00","$13,799.49","$156,799.49",,"$1,000.00","$174,658.00",,,"$332,457.49",,"$50,000.00","$50,000.00",,,"$50,000.00","$50,000.00",,,,,,"$382,457.49",,"$246,818.96",,,,,,,,,,,,,,,,,,,,,,,"$296,818.96","$332,457.49","$246,818.96","$17,687.68","$103,326.21",,,2015-05-14,2015-06-22,,H6MS01131,,,,,,,,,,,,,,,,,,,,,
KELLY FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00573980,Q2,H,P,Q,5221-A CLIFF GOOKIN BLVD,TUPELO,MS,38801,FRED H PAGE,C00573980,2016,"$20,700.00","$8,845.42","$29,545.42",,,,,,"$29,545.42",,,,,,,,,,,,,"$29,545.42",,$50.00,,,,,,,,,,,,,,,,,,,,,,,$50.00,"$29,545.42",$50.00,"$103,326.21","$132,821.63",,,2015-06-23,2015-06-30,,H6MS01131,,,,,,,,,,,,,,,,,,,,,
KELLY WESTLUND FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00553370,Q1,H,P,Q,501 11TH AVENUE EAST PO BOX 1013,ASHLAND,WI,54806,LARRY MACDONALD,C00553370,2016,$25.00,$284.31,$309.31,,,,,,$309.31,,,,,,,,,,,,,$696.22,,"$2,047.41",,,,$386.91,,,,,,,,,,,,,,,,,,,"$2,047.41",$309.31,"$1,660.50","$1,268.03",-$83.16,,,2015-01-01,2015-03-31,,H4WI07095,,,,,,,,,,,,,,,,,,,,,
KELLY WESTLUND FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00553370,Q2,H,P,Q,501 11TH AVENUE EAST PO BOX 1013,ASHLAND,WI,54806,LARRY MACDONALD,C00553370,2016,,$100.00,$100.00,,,,,,$100.00,,,,,,,,,,,,,$756.98,,$673.84,,,,$656.98,,,,,,,,,,,,,,,,,,,$673.84,$100.00,$16.86,,$83.14,,,2015-04-01,2015-06-30,,H4WI07095,,,,,,,,,,,,,,,,,,,,,
KEN CALVERT FOR CONGRESS COMMITTEE,http://images.nictusa.com/cgi-bin/fecimg/?C00257337,Q1,H,P,Q,PO BOX 78376,CORONA,CA,92877,"VASELS, NICHOLAS C.",C00257337,2016,"$52,300.00",,"$52,300.00",,,"$75,850.00","$1,000.00",,"$128,150.00","$1,000.00",,,,,,,,,,,,"$128,977.26",,"$86,675.79",,,,$827.26,,,,,,,,,,,,,,,,,"$3,250.00",,"$90,925.79","$127,150.00","$85,848.53","$405,559.00","$443,610.47","$2,370.50",,2015-01-01,2015-03-31,,H2CA37023,,,,,,,,,,,,,,,,,,,,,
KEN CALVERT FOR CONGRESS COMMITTEE,http://images.nictusa.com/cgi-bin/fecimg/?C00257337,Q2,H,P,Q,PO BOX 78376,CORONA,CA,92877,"VASELS, NICHOLAS C.",C00257337,2016,"$139,168.00","$2,410.00","$141,578.00",,,"$163,412.52",,,"$304,990.52",,,,,,,,,,,,,"$310,359.17",,"$80,968.73",,,,"$5,368.65",,,,,,,,,,,,,,,,,"$8,000.00",,"$88,968.73","$304,990.52","$75,600.08","$443,610.47","$665,000.91","$2,370.50",,2015-04-01,2015-06-30,,H2CA37023,,,,,,,,,,,,,,,,,,,,,
KEN DIOUS FOR CONGRESS INC,http://images.nictusa.com/cgi-bin/fecimg/?C00554238,TER,H,P,T,115 SYCAMORE DR,ATHENS,GA,30606,ANNETTE DIOUS,C00554238,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-01-01,2015-03-31,,H4GA10089,,,,,,,,,,,,,,,,,,,,,
KEN REED FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00549469,Q1,H,P,Q,261 BERKMORE PLACE SUITE 1C,BERKELEY SPRINGS,WV,25411,THOMAS CLOSE,C00549469,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$207.90,$207.90,"$250,000.00",,2015-01-01,2015-03-31,,H4WV02122,,,,,,,,,,,,,,,,,,,,,
KEN REED FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00549469,Q2,H,P,Q,261 BERKMORE PLACE SUITE 1C,BERKELEY SPRINGS,WV,25411,THOMAS CLOSE,C00549469,2016,"$1,000.00",$150.00,"$1,150.00",,,,,,"$1,150.00",,,,,,,,,,,,,"$1,150.00",,$3.81,,,,,,,,,,,,,,,,,,,,,,,$3.81,"$1,150.00",$3.81,$207.90,"$1,354.09","$250,000.00",,2015-04-01,2015-06-30,,H4WV02122,,,,,,,,,,,,,,,,,,,,,
KENNY MARCHANT FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00393348,Q1,H,P,Q,PO BOX 110187,CARROLLTON,TX,750110187,"MOORE, JOE MR.",C00393348,2016,,,,,,"$15,000.00",,,"$15,000.00",,,,,,,,,,,,"$7,300.95","$22,300.95",,"$21,099.68",,,,,,,,,,,,,,,,,,,,,,,"$21,099.68","$15,000.00","$21,099.68","$877,891.20","$879,092.47",,,2015-01-01,2015-03-31,,H4TX24094,,,,,,,,,,,,,,,,,,,,,
KENNY MARCHANT FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00393348,Q2,H,P,Q,PO BOX 110187,CARROLLTON,TX,750110187,"MOORE, JOE MR.",C00393348,2016,"$38,750.00","$3,830.00","$42,580.00",$200.00,,"$109,300.00",,,"$151,880.00",$200.00,"$50,000.00",,,,"$50,000.00",,,,,,"$9,968.21","$215,348.21",,"$40,260.64",,,,"$3,500.00",,,,,,,,,,,,,,,,,$500.00,,"$40,960.64","$151,680.00","$36,760.64","$879,092.47","$1,053,480.04","$50,000.00",,2015-04-01,2015-06-30,,H4TX24094,,,,,,,,,,,,,,,,,,,,,
KERRI CONDLEY FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00543942,Q1,H,P,Q,5429 MADISON AVENUE,SACRAMENTO,CA,95841,"COPELAND, RITA",C00543942,2016,,,,,,,,,,,,,,,,,,,,,,,,$97.95,,,,,,,,,,,,,,,,,,,,,,,$97.95,,$97.95,$151.87,$53.92,"$13,068.77",,2015-01-01,2015-03-31,,H4CA42060,,,,,,,,,,,,,,,,,,,,,
KERRI CONDLEY FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00543942,Q2,H,P,Q,5429 MADISON AVENUE,SACRAMENTO,CA,95841,"COPELAND, RITA",C00543942,2016,,$2.32,$2.32,,,"$3,000.00",,"$3,400.00","$6,402.32",,,,,,,,,,,,,"$6,402.32",,"$2,771.99",,,,,,,,,,,,,,,,,,,,,,,"$2,771.99","$6,402.32","$2,771.99",$53.92,"$3,684.25","$11,942.07",,2015-04-01,2015-06-30,,H4CA42060,,,,,,,,,,,,,,,,,,,,,
KERRY BENTIVOLIO FOR US CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00504035,Q1,H,A,Q,P.O. BOX 886,WALLED LAKE,MI,48390,"WITT, TIMOTHY",C00504035,2016,,$30.00,$30.00,,,,,,$30.00,,,,,,,,,,,,,$30.00,,$136.76,,,,,,,,,,,,,,,,,,,,,,,$136.76,$30.00,$136.76,"$2,913.85","$2,807.09","$167,867.01",,2015-01-01,2015-03-31,,H2MI11133,,,,,,,,,,,,,,,,,,,,,
KERRY BENTIVOLIO FOR US CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00504035,Q2,H,A,Q,P.O. BOX 886,WALLED LAKE,MI,48390,"WITT, TIMOTHY",C00504035,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,807.09","$2,807.09",,,2015-04-01,2015-06-30,,H2MI11133,,,,,,,,,,,,,,,,,,,,,
KEVIN MCCARTHY FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00420935,Q1,H,P,Q,PO BOX 12667,BAKERSFIELD,CA,933892667,"THOMSON, JILL",C00420935,2016,"$96,950.00",$590.00,"$97,540.00",,,"$559,200.00",,,"$656,740.00",,,,,,,,"$405,840.15",,,,$701.14,"$1,075,090.53",,"$330,918.93",,,,"$11,809.24",,,,,,,,,,,,,,,,,"$136,925.00",,"$467,843.93","$656,740.00","$319,109.69","$1,854,633.07","$2,461,879.67","$10,000.00",,2015-01-01,2015-03-31,,H6CA22125,,,,,,,,,,,,,,,,,,,,,
KEVIN MCCARTHY FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00420935,Q2,H,P,Q,PO BOX 12667,BAKERSFIELD,CA,933892667,"THOMSON, JILL",C00420935,2016,"$393,967.90","$14,370.00","$408,337.90","$7,200.00",,"$591,350.00",,,"$999,687.90","$7,200.00",,,,,,,"$450,743.21",,,,"$1,062.09","$1,451,639.20",,"$342,607.83",,,,$146.00,,,,,,,,,,,,,,,,,"$220,699.00",,"$570,506.83","$992,487.90","$342,461.83","$2,461,879.67","$3,343,012.04","$10,000.00",,2015-04-01,2015-06-30,,H6CA22125,,,,,,,,,,,,,,,,,,,,,
KEYES 2004 INC,http://images.nictusa.com/cgi-bin/fecimg/?C00405373,Q1,S,P,A,PO BOX 2004,SPRINGFIELD,IL,62705,MARY PARKER LEWIS,C00405373,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,644.00","$2,644.00",,,2015-01-01,2015-03-31,,S4IL00404,,,,,,,,,,,,,,,,,,,,,
KEYES 2004 INC,http://images.nictusa.com/cgi-bin/fecimg/?C00405373,Q2,S,P,A,PO BOX 2004,SPRINGFIELD,IL,62705,MARY PARKER LEWIS,C00405373,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,644.00","$2,644.00",,,2015-04-01,2015-06-30,,S4IL00404,,,,,,,,,,,,,,,,,,,,,
KHIZAR JAFRI FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00500645,Q2,H,P,Q,26W307 GENEVA ROAD,WHEATON,IL,60187,KHIZAR JAFRI,C00500645,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-01,2015-06-30,,H2IL06033,,,,,,,,,,,,,,,,,,,,,
KHOURI FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00575639,Q2,H,P,Q,PO BOX 9007,AURORA,IL,605989007,"KILGORE, PAUL",C00575639,2016,"$100,300.00","$6,900.00","$107,200.00",,,,,,"$107,200.00",,"$215,250.00",,,,"$215,250.00",,,,,,$.33,"$322,450.33",,"$21,770.75",,,,,,,,,,,,,,,,,,,,,$450.00,,"$22,220.75","$107,200.00","$21,770.75",,"$300,229.58","$215,250.00",,2015-04-01,2015-06-30,,H6IL11117,,,,,,,,,,,,,,,,,,,,,
KIEHNE FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00572057,Q1,H,P,Q,PO BOX 1974,EAGAR,AZ,85925,"MARTIN, GAITHER",C00572057,2016,"$47,000.00",$100.00,"$47,100.00","$19,800.00",,,,"$2,904.54","$50,004.54","$19,800.00","$19,700.00",,,,"$19,700.00",,,,,,,"$69,704.54",,"$2,904.54",,,,,,,,,,,,,,,,,,,,,,,"$22,704.54","$30,204.54","$2,904.54",,"$47,000.00","$41,800.00",,2015-01-26,2015-03-31,,H4AZ01145,,,,,,,,,,,,,,,,,,,,,
KIEHNE FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00572057,Q2,H,P,Q,PO BOX 1974,EAGAR,AZ,85925,"MARTIN, GAITHER",C00572057,2016,"$42,000.00",$598.00,"$42,598.00",,,,,,"$42,598.00",,"$413,372.14",,,,"$413,372.14",,,,,,,"$455,970.14",,"$12,781.64",,,,,,,,,,,,,,,,,,,,,$650.00,,"$13,431.64","$42,598.00","$12,781.64","$47,000.00","$489,538.50","$455,172.14",,2015-04-01,2015-06-30,,H4AZ01145,,,,,,,,,,,,,,,,,,,,,
